resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,delta
R044,JOB002,R044_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.341867,0.341381,-0.00048599999999998644
R044,JOB002,R044_CF_CITY,city,Bangalore,0.341867,0.342025,0.000158000000000047
R044,JOB002,R044_CF_AGE,age,30,0.341867,0.341867,0.0
R044,JOB002,R044_CF_EXPERIENCE,experience,22,0.341867,0.388436,0.04656900000000003
R045,JOB021,R045_CF_NAME,name,Divya Rao,0.416146,0.417233,0.0010870000000000046
R045,JOB021,R045_CF_COLLEGE,college,NIT Tiruchirappalli,0.416146,0.414341,-0.001805000000000001
R045,JOB021,R045_CF_CITY,city,Mumbai,0.416146,0.416812,0.0006659999999999999
R045,JOB021,R045_CF_DEGREE,degree,MBA,0.416146,0.420644,0.004498000000000002
R045,JOB021,R045_CF_COURSE,course,Electrical and Electronics Engineering,0.416146,0.417532,0.0013859999999999983
R045,JOB021,R045_CF_AGE,age,27,0.416146,0.417291,0.0011450000000000071
R045,JOB021,R045_CF_EXPERIENCE,experience,36,0.416146,0.419251,0.003104999999999969
R046,JOB024,R046_CF_NAME,name,Priya Nair,0.468421,0.467425,-0.0009959999999999969
R046,JOB024,R046_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.468421,0.467031,-0.0013900000000000023
R046,JOB024,R046_CF_CITY,city,Chennai,0.468421,0.468614,0.00019299999999999873
R046,JOB024,R046_CF_DEGREE,degree,MCA,0.468421,0.468421,0.0
R046,JOB024,R046_CF_AGE,age,32,0.468421,0.468421,0.0
R046,JOB024,R046_CF_EXPERIENCE,experience,72,0.468421,0.468421,0.0
R047,JOB002,R047_CF_NAME,name,Ananya Iyer,0.553994,0.549453,-0.004541000000000017
R047,JOB002,R047_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.553994,0.550758,-0.0032360000000000166
R047,JOB002,R047_CF_CITY,city,Chennai,0.553994,0.551133,-0.0028610000000000024
R047,JOB002,R047_CF_DEGREE,degree,BCA,0.553994,0.48155,-0.07244400000000001
R047,JOB002,R047_CF_COURSE,course,Commerce and Law,0.553994,0.48203,-0.07196399999999997
R047,JOB002,R047_CF_AGE,age,34,0.553994,0.553487,-0.0005070000000000352
R047,JOB002,R047_CF_EXPERIENCE,experience,108,0.553994,0.552763,-0.0012309999999999821
R048,JOB001,R048_CF_NAME,name,Ishita Chopra,0.463657,0.460162,-0.0034949999999999704
R048,JOB001,R048_CF_COLLEGE,college,BITS Pilani,0.463657,0.460892,-0.002764999999999962
R048,JOB001,R048_CF_CITY,city,Pune,0.463657,0.466562,0.002904999999999991
R048,JOB001,R048_CF_DEGREE,degree,M.Tech,0.463657,0.471028,0.007371000000000016
R048,JOB001,R048_CF_COURSE,course,Electronics,0.463657,0.397644,-0.06601299999999999
R048,JOB001,R048_CF_AGE,age,35,0.463657,0.468196,0.004539000000000015
R048,JOB001,R048_CF_EXPERIENCE,experience,63,0.463657,0.469802,0.0061450000000000116
R049,JOB018,R049_CF_NAME,name,Arjun Sharma,0.409456,0.409127,-0.0003289999999999682
R049,JOB018,R049_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.409456,0.408366,-0.0010899999999999799
R049,JOB018,R049_CF_CITY,city,Ahmedabad,0.409456,0.408405,-0.0010509999999999686
R049,JOB018,R049_CF_AGE,age,37,0.409456,0.409456,0.0
R049,JOB018,R049_CF_EXPERIENCE,experience,108,0.409456,0.409456,0.0
R050,JOB005,R050_CF_NAME,name,Neha Kapoor,0.487,0.488145,0.0011450000000000071
R050,JOB005,R050_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.487,0.487045,4.500000000001725e-05
R050,JOB005,R050_CF_CITY,city,Kolkata,0.487,0.487307,0.0003070000000000017
R050,JOB005,R050_CF_DEGREE,degree,B.A. LL.B.,0.487,0.489863,0.0028630000000000044
R050,JOB005,R050_CF_COURSE,course,Sociology,0.487,0.487863,0.0008630000000000027
R050,JOB005,R050_CF_AGE,age,29,0.487,0.487,0.0
R050,JOB005,R050_CF_EXPERIENCE,experience,60,0.487,0.487,0.0
R051,JOB019,R051_CF_NAME,name,Karan Mehta,0.464762,0.467363,0.0026009999999999645
R051,JOB019,R051_CF_COLLEGE,college,Indian Institute of Technology Madras,0.464762,0.465293,0.0005310000000000037
R051,JOB019,R051_CF_CITY,city,Bangalore,0.464762,0.463963,-0.0007989999999999942
R051,JOB019,R051_CF_DEGREE,degree,LLM,0.464762,0.394174,-0.07058799999999998
R051,JOB019,R051_CF_COURSE,course,Electrical Engineering,0.464762,0.465736,0.0009739999999999749
R051,JOB019,R051_CF_AGE,age,50,0.464762,0.464762,0.0
R051,JOB019,R051_CF_EXPERIENCE,experience,216,0.464762,0.464762,0.0
R052,JOB011,R052_CF_NAME,name,Vikram Reddy,0.578486,0.57578,-0.002705999999999986
R052,JOB011,R052_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.578486,0.578564,7.80000000000225e-05
R052,JOB011,R052_CF_CITY,city,Mumbai,0.578486,0.578667,0.00018100000000009775
R052,JOB011,R052_CF_DEGREE,degree,Diploma,0.578486,0.507898,-0.07058799999999998
R052,JOB011,R052_CF_COURSE,course,Data Science,0.578486,0.578486,0.0
R052,JOB011,R052_CF_AGE,age,31,0.578486,0.578486,0.0
R052,JOB011,R052_CF_EXPERIENCE,experience,48,0.578486,0.578332,-0.00015399999999998748
R053,JOB007,R053_CF_NAME,name,Vikram Reddy,0.503801,0.501335,-0.0024660000000000792
R053,JOB007,R053_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.503801,0.503691,-0.0001100000000000545
R053,JOB007,R053_CF_CITY,city,Chennai,0.503801,0.5055,0.001698999999999895
R053,JOB007,R053_CF_DEGREE,degree,M.Com,0.503801,0.415324,-0.08847700000000003
R053,JOB007,R053_CF_COURSE,course,Science,0.503801,0.573548,0.06974699999999989
R053,JOB007,R053_CF_AGE,age,32,0.503801,0.503801,0.0
R053,JOB007,R053_CF_EXPERIENCE,experience,48,0.503801,0.503801,0.0
R054,JOB021,R054_CF_NAME,name,Rohan Gupta,0.42376,0.42374,-2.0000000000020002e-05
R054,JOB021,R054_CF_COLLEGE,college,NIT Tiruchirappalli,0.42376,0.421246,-0.0025140000000000162
R054,JOB021,R054_CF_CITY,city,Chennai,0.42376,0.424792,0.0010319999999999774
R054,JOB021,R054_CF_AGE,age,37,0.42376,0.424348,0.0005879999999999774
R054,JOB021,R054_CF_EXPERIENCE,experience,108,0.42376,0.424348,0.0005879999999999774
R055,JOB019,R055_CF_NAME,name,Priya Nair,0.393524,0.391313,-0.002210999999999963
R055,JOB019,R055_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.393524,0.392588,-0.0009359999999999924
R055,JOB019,R055_CF_CITY,city,Hyderabad,0.393524,0.394188,0.0006639999999999979
R055,JOB019,R055_CF_DEGREE,degree,B.Com,0.393524,0.393872,0.00034800000000001496
R055,JOB019,R055_CF_COURSE,course,Biotechnology,0.393524,0.392995,-0.0005290000000000017
R055,JOB019,R055_CF_AGE,age,51,0.393524,0.392995,-0.0005290000000000017
R055,JOB019,R055_CF_EXPERIENCE,experience,216,0.393524,0.392995,-0.0005290000000000017
R056,JOB016,R056_CF_NAME,name,Ananya Iyer,0.487212,0.488605,0.001393000000000033
R056,JOB016,R056_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.487212,0.486458,-0.0007539999999999769
R056,JOB016,R056_CF_CITY,city,Ahmedabad,0.487212,0.480328,-0.006884000000000001
R056,JOB016,R056_CF_DEGREE,degree,B.Sc,0.487212,0.422324,-0.064888
R056,JOB016,R056_CF_COURSE,course,Finance,0.487212,0.48839,0.0011780000000000124
R056,JOB016,R056_CF_AGE,age,34,0.487212,0.491443,0.00423100000000004
R056,JOB016,R056_CF_EXPERIENCE,experience,63,0.487212,0.491622,0.004410000000000025
R057,JOB018,R057_CF_NAME,name,Ishita Chopra,0.402871,0.405446,0.002574999999999994
R057,JOB018,R057_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.402871,0.404511,0.0016400000000000303
R057,JOB018,R057_CF_CITY,city,Kolkata,0.402871,0.405082,0.0022110000000000185
R057,JOB018,R057_CF_AGE,age,34,0.402871,0.402871,0.0
R057,JOB018,R057_CF_EXPERIENCE,experience,108,0.402871,0.402871,0.0
R058,JOB003,R058_CF_NAME,name,Aditya Verma,0.556431,0.553263,-0.0031680000000000597
R058,JOB003,R058_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.556431,0.559902,0.003471000000000002
R058,JOB003,R058_CF_CITY,city,Bangalore,0.556431,0.557865,0.0014340000000000463
R058,JOB003,R058_CF_DEGREE,degree,BBA,0.556431,0.472812,-0.083619
R058,JOB003,R058_CF_COURSE,course,Computer Technology,0.556431,0.489888,-0.06654300000000002
R058,JOB003,R058_CF_AGE,age,37,0.556431,0.56065,0.004218999999999973
R058,JOB003,R058_CF_EXPERIENCE,experience,120,0.556431,0.559542,0.003110999999999975
R059,JOB011,R059_CF_NAME,name,Neha Kapoor,0.511329,0.511405,7.599999999996498e-05
R059,JOB011,R059_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.511329,0.507655,-0.003674000000000066
R059,JOB011,R059_CF_CITY,city,Delhi,0.511329,0.511023,-0.00030600000000002847
R059,JOB011,R059_CF_DEGREE,degree,BBA,0.511329,0.512408,0.0010789999999999411
R059,JOB011,R059_CF_COURSE,course,Hospitality Management,0.511329,0.509595,-0.0017340000000000133
R059,JOB011,R059_CF_AGE,age,32,0.511329,0.511382,5.299999999996974e-05
R059,JOB011,R059_CF_EXPERIENCE,experience,48,0.511329,0.511329,0.0
R060,JOB003,R060_CF_NAME,name,Karan Mehta,0.422215,0.421671,-0.0005439999999999889
R060,JOB003,R060_CF_COLLEGE,college,Indian Institute of Technology Madras,0.422215,0.420217,-0.0019979999999999998
R060,JOB003,R060_CF_CITY,city,Mumbai,0.422215,0.422555,0.00034000000000000696
R060,JOB003,R060_CF_AGE,age,30,0.422215,0.422215,0.0
R060,JOB003,R060_CF_EXPERIENCE,experience,36,0.422215,0.422215,0.0
R061,JOB011,R061_CF_NAME,name,Vikram Reddy,0.557598,0.557832,0.00023399999999995647
R061,JOB011,R061_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.557598,0.557255,-0.00034300000000009323
R061,JOB011,R061_CF_CITY,city,Pune,0.557598,0.557723,0.00012499999999993072
R061,JOB011,R061_CF_DEGREE,degree,Bachelor,0.557598,0.558818,0.0012199999999999989
R061,JOB011,R061_CF_COURSE,course,Information Technology,0.557598,0.557598,0.0
R061,JOB011,R061_CF_AGE,age,35,0.557598,0.557598,0.0
R061,JOB011,R061_CF_EXPERIENCE,experience,108,0.557598,0.557598,0.0
R062,JOB003,R062_CF_NAME,name,Divya Rao,0.487348,0.487378,2.999999999997449e-05
R062,JOB003,R062_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.487348,0.485913,-0.0014350000000000196
R062,JOB003,R062_CF_CITY,city,Hyderabad,0.487348,0.487247,-0.00010100000000001774
R062,JOB003,R062_CF_DEGREE,degree,M.E.,0.487348,0.487348,0.0
R062,JOB003,R062_CF_COURSE,course,Management,0.487348,0.415615,-0.07173299999999999
R062,JOB003,R062_CF_AGE,age,40,0.487348,0.487348,0.0
R062,JOB003,R062_CF_EXPERIENCE,experience,121,0.487348,0.487348,0.0
R063,JOB002,R063_CF_NAME,name,Rohan Gupta,0.390427,0.391694,0.0012669999999999626
R063,JOB002,R063_CF_COLLEGE,college,NIT Tiruchirappalli,0.390427,0.393222,0.002794999999999992
R063,JOB002,R063_CF_CITY,city,Ahmedabad,0.390427,0.390109,-0.00031800000000004047
R063,JOB002,R063_CF_DEGREE,degree,MCA,0.390427,0.391906,0.0014789999999999526
R063,JOB002,R063_CF_COURSE,course,Computer Science,0.390427,0.391888,0.00146099999999999
R063,JOB002,R063_CF_AGE,age,34,0.390427,0.390427,0.0
R063,JOB002,R063_CF_EXPERIENCE,experience,78,0.390427,0.390427,0.0
R064,JOB013,R064_CF_NAME,name,Ananya Iyer,0.523357,0.521567,-0.0017899999999999583
R064,JOB013,R064_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.523357,0.52354,0.00018300000000004424
R064,JOB013,R064_CF_CITY,city,Kolkata,0.523357,0.519999,-0.003357999999999972
R064,JOB013,R064_CF_DEGREE,degree,BCA,0.523357,0.524283,0.0009260000000000934
R064,JOB013,R064_CF_COURSE,course,Electronics and Telecommunication,0.523357,0.522547,-0.0008099999999999774
R064,JOB013,R064_CF_AGE,age,29,0.523357,0.523197,-0.00015999999999993797
R064,JOB013,R064_CF_EXPERIENCE,experience,60,0.523357,0.52388,0.0005230000000000512
R065,JOB025,R065_CF_NAME,name,Ananya Iyer,0.546362,0.544971,-0.001391000000000031
R065,JOB025,R065_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.546362,0.547357,0.0009949999999999681
R065,JOB025,R065_CF_CITY,city,Bangalore,0.546362,0.546873,0.0005110000000000392
R065,JOB025,R065_CF_DEGREE,degree,M.Tech,0.546362,0.551285,0.004923000000000011
R065,JOB025,R065_CF_COURSE,course,Mechanical Engineering,0.546362,0.478246,-0.06811600000000001
R065,JOB025,R065_CF_AGE,age,35,0.546362,0.54943,0.0030679999999999596
R065,JOB025,R065_CF_EXPERIENCE,experience,82,0.546362,0.548963,0.0026009999999999645
R066,JOB019,R066_CF_NAME,name,Ishita Chopra,0.463453,0.466524,0.0030709999999999904
R066,JOB019,R066_CF_COLLEGE,college,BITS Pilani,0.463453,0.466934,0.003481000000000012
R066,JOB019,R066_CF_CITY,city,Delhi,0.463453,0.464131,0.0006780000000000119
R066,JOB019,R066_CF_DEGREE,degree,M.Sc,0.463453,0.392865,-0.07058799999999998
R066,JOB019,R066_CF_COURSE,course,Mechanical Engineering,0.463453,0.464132,0.0006789999999999852
R066,JOB019,R066_CF_AGE,age,52,0.463453,0.463453,0.0
R066,JOB019,R066_CF_EXPERIENCE,experience,216,0.463453,0.463453,0.0
R067,JOB017,R067_CF_NAME,name,Aditya Verma,0.506487,0.4992,-0.0072870000000000434
R067,JOB017,R067_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.506487,0.504873,-0.0016140000000000043
R067,JOB017,R067_CF_CITY,city,Mumbai,0.506487,0.503102,-0.0033849999999999714
R067,JOB017,R067_CF_DEGREE,degree,B.A. LL.B.,0.506487,0.505929,-0.0005580000000000584
R067,JOB017,R067_CF_COURSE,course,Electronics & Communication,0.506487,0.402823,-0.10366400000000003
R067,JOB017,R067_CF_AGE,age,38,0.506487,0.507328,0.0008409999999999807
R067,JOB017,R067_CF_EXPERIENCE,experience,132,0.506487,0.50611,-0.0003770000000000717
R068,JOB004,R068_CF_NAME,name,Neha Kapoor,0.467175,0.466959,-0.00021599999999999397
R068,JOB004,R068_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.467175,0.465317,-0.0018580000000000263
R068,JOB004,R068_CF_CITY,city,Pune,0.467175,0.466189,-0.0009859999999999869
R068,JOB004,R068_CF_DEGREE,degree,LLM,0.467175,0.407175,-0.06
R068,JOB004,R068_CF_COURSE,course,Electronics & Communication,0.467175,0.465618,-0.0015570000000000306
R068,JOB004,R068_CF_AGE,age,35,0.467175,0.467175,0.0
R068,JOB004,R068_CF_EXPERIENCE,experience,60,0.467175,0.467175,0.0
R069,JOB022,R069_CF_NAME,name,Neha Kapoor,0.509627,0.508739,-0.0008879999999999999
R069,JOB022,R069_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.509627,0.509557,-7.00000000000145e-05
R069,JOB022,R069_CF_CITY,city,Hyderabad,0.509627,0.50984,0.0002129999999999077
R069,JOB022,R069_CF_DEGREE,degree,Diploma,0.509627,0.439039,-0.07058800000000004
R069,JOB022,R069_CF_COURSE,course,Hotel Management,0.509627,0.508503,-0.0011240000000000139
R069,JOB022,R069_CF_AGE,age,38,0.509627,0.509627,0.0
R069,JOB022,R069_CF_EXPERIENCE,experience,120,0.509627,0.509627,0.0
R070,JOB018,R070_CF_NAME,name,Vikram Reddy,0.545282,0.544117,-0.0011650000000000826
R070,JOB018,R070_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.545282,0.541311,-0.003971000000000058
R070,JOB018,R070_CF_CITY,city,Ahmedabad,0.545282,0.542557,-0.0027250000000000885
R070,JOB018,R070_CF_DEGREE,degree,M.Com,0.545282,0.474694,-0.07058800000000004
R070,JOB018,R070_CF_COURSE,course,Business Administration,0.545282,0.475026,-0.07025600000000004
R070,JOB018,R070_CF_AGE,age,37,0.545282,0.545282,0.0
R070,JOB018,R070_CF_EXPERIENCE,experience,109,0.545282,0.545278,-4.000000000004e-06
R071,JOB023,R071_CF_NAME,name,Divya Rao,0.42003,0.418835,-0.0011950000000000016
R071,JOB023,R071_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.42003,0.419193,-0.0008370000000000322
R071,JOB023,R071_CF_CITY,city,Kolkata,0.42003,0.419592,-0.00043799999999999395
R071,JOB023,R071_CF_AGE,age,36,0.42003,0.421764,0.0017339999999999578
R071,JOB023,R071_CF_EXPERIENCE,experience,48,0.42003,0.420559,0.0005290000000000017
R072,JOB021,R072_CF_NAME,name,Rohan Gupta,0.560181,0.566032,0.00585099999999994
R072,JOB021,R072_CF_COLLEGE,college,NIT Tiruchirappalli,0.560181,0.56025,6.899999999998574e-05
R072,JOB021,R072_CF_CITY,city,Bangalore,0.560181,0.562815,0.002633999999999914
R072,JOB021,R072_CF_DEGREE,degree,B.Tech,0.560181,0.5845,0.02431899999999998
R072,JOB021,R072_CF_COURSE,course,Operations Management,0.560181,0.49203,-0.06815100000000002
R072,JOB021,R072_CF_AGE,age,40,0.560181,0.566585,0.006403999999999965
R072,JOB021,R072_CF_EXPERIENCE,experience,108,0.560181,0.565473,0.005291999999999963
R073,JOB014,R073_CF_NAME,name,Priya Nair,0.428557,0.429701,0.0011439999999999784
R073,JOB014,R073_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.428557,0.429333,0.0007759999999999989
R073,JOB014,R073_CF_CITY,city,Delhi,0.428557,0.428387,-0.00017000000000000348
R073,JOB014,R073_CF_AGE,age,32,0.428557,0.428201,-0.00035600000000002296
R073,JOB014,R073_CF_EXPERIENCE,experience,61,0.428557,0.427903,-0.0006540000000000434
R074,JOB017,R074_CF_NAME,name,Ananya Iyer,0.524685,0.525906,0.0012210000000000276
R074,JOB017,R074_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.524685,0.52461,-7.499999999993623e-05
R074,JOB017,R074_CF_CITY,city,Chennai,0.524685,0.52427,-0.0004149999999999432
R074,JOB017,R074_CF_DEGREE,degree,LLB,0.524685,0.454097,-0.07058799999999998
R074,JOB017,R074_CF_COURSE,course,Computer Engineering,0.524685,0.431188,-0.09349699999999994
R074,JOB017,R074_CF_AGE,age,31,0.524685,0.524685,0.0
R074,JOB017,R074_CF_EXPERIENCE,experience,22,0.524685,0.571485,0.046800000000000064
R075,JOB019,R075_CF_NAME,name,Ishita Chopra,0.402031,0.40305,0.0010189999999999921
R075,JOB019,R075_CF_COLLEGE,college,BITS Pilani,0.402031,0.40594,0.003908999999999996
R075,JOB019,R075_CF_CITY,city,Pune,0.402031,0.403628,0.0015969999999999596
R075,JOB019,R075_CF_AGE,age,40,0.402031,0.40612,0.004088999999999954
R075,JOB019,R075_CF_EXPERIENCE,experience,216,0.402031,0.404857,0.002825999999999995
R076,JOB019,R076_CF_NAME,name,Aditya Verma,0.389681,0.390834,0.0011530000000000151
R076,JOB019,R076_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.389681,0.390461,0.0007800000000000029
R076,JOB019,R076_CF_CITY,city,Hyderabad,0.389681,0.390375,0.0006940000000000279
R076,JOB019,R076_CF_DEGREE,degree,BBA,0.389681,0.461119,0.071438
R076,JOB019,R076_CF_COURSE,course,Fine Arts / Painting,0.389681,0.389681,0.0
R076,JOB019,R076_CF_AGE,age,51,0.389681,0.389681,0.0
R076,JOB019,R076_CF_EXPERIENCE,experience,216,0.389681,0.389681,0.0
R077,JOB002,R077_CF_NAME,name,Neha Kapoor,0.476572,0.471024,-0.005547999999999997
R077,JOB002,R077_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.476572,0.474783,-0.001788999999999985
R077,JOB002,R077_CF_CITY,city,Ahmedabad,0.476572,0.473018,-0.0035540000000000016
R077,JOB002,R077_CF_DEGREE,degree,Bachelor,0.476572,0.478706,0.0021340000000000248
R077,JOB002,R077_CF_COURSE,course,Commerce and Law,0.476572,0.474489,-0.0020830000000000015
R077,JOB002,R077_CF_AGE,age,44,0.476572,0.479127,0.0025550000000000295
R077,JOB002,R077_CF_EXPERIENCE,experience,132,0.476572,0.479139,0.002566999999999986
R078,JOB018,R078_CF_NAME,name,Karan Mehta,0.541346,0.544472,0.003125999999999962
R078,JOB018,R078_CF_COLLEGE,college,Indian Institute of Technology Madras,0.541346,0.542367,0.0010210000000000496
R078,JOB018,R078_CF_CITY,city,Kolkata,0.541346,0.541584,0.00023799999999996047
R078,JOB018,R078_CF_DEGREE,degree,MBA,0.541346,0.470758,-0.07058799999999998
R078,JOB018,R078_CF_COURSE,course,Computer Applications,0.541346,0.47085,-0.070496
R078,JOB018,R078_CF_AGE,age,37,0.541346,0.541346,0.0
R078,JOB018,R078_CF_EXPERIENCE,experience,109,0.541346,0.541344,-1.999999999946489e-06
R079,JOB003,R079_CF_NAME,name,Vikram Reddy,0.486572,0.487025,0.0004529999999999812
R079,JOB003,R079_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.486572,0.489181,0.0026089999999999725
R079,JOB003,R079_CF_CITY,city,Bangalore,0.486572,0.487893,0.0013210000000000166
R079,JOB003,R079_CF_DEGREE,degree,M.E.,0.486572,0.486572,0.0
R079,JOB003,R079_CF_COURSE,course,Sociology,0.486572,0.416488,-0.07008399999999998
R079,JOB003,R079_CF_AGE,age,40,0.486572,0.486572,0.0
R079,JOB003,R079_CF_EXPERIENCE,experience,121,0.486572,0.486572,0.0
R080,JOB012,R080_CF_NAME,name,Divya Rao,0.555116,0.553948,-0.0011680000000000579
R080,JOB012,R080_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.555116,0.554582,-0.0005340000000000344
R080,JOB012,R080_CF_CITY,city,Delhi,0.555116,0.555843,0.0007269999999999222
R080,JOB012,R080_CF_DEGREE,degree,MCA,0.555116,0.484312,-0.07080400000000003
R080,JOB012,R080_CF_COURSE,course,Sociology,0.555116,0.466881,-0.08823500000000006
R080,JOB012,R080_CF_AGE,age,26,0.555116,0.555116,0.0
R080,JOB012,R080_CF_EXPERIENCE,experience,27,0.555116,0.555116,0.0
R081,JOB007,R081_CF_NAME,name,Divya Rao,0.589958,0.591286,0.0013279999999999959
R081,JOB007,R081_CF_COLLEGE,college,NIT Tiruchirappalli,0.589958,0.591697,0.001739000000000046
R081,JOB007,R081_CF_CITY,city,Chennai,0.589958,0.591904,0.0019460000000000033
R081,JOB007,R081_CF_DEGREE,degree,BCA,0.589958,0.506452,-0.08350599999999997
R081,JOB007,R081_CF_COURSE,course,Electrical Engineering,0.589958,0.4983,-0.09165799999999996
R081,JOB007,R081_CF_AGE,age,33,0.589958,0.594741,0.004782999999999982
R081,JOB007,R081_CF_EXPERIENCE,experience,48,0.589958,0.595404,0.005446000000000062
R082,JOB016,R082_CF_NAME,name,Priya Nair,0.485126,0.482651,-0.002475000000000005
R082,JOB016,R082_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.485126,0.483335,-0.001790999999999987
R082,JOB016,R082_CF_CITY,city,Chennai,0.485126,0.489594,0.004467999999999972
R082,JOB016,R082_CF_DEGREE,degree,M.Tech,0.485126,0.490077,0.004950999999999983
R082,JOB016,R082_CF_COURSE,course,Science,0.485126,0.561062,0.07593599999999995
R082,JOB016,R082_CF_AGE,age,33,0.485126,0.489725,0.00459900000000002
R082,JOB016,R082_CF_EXPERIENCE,experience,63,0.485126,0.489918,0.0047920000000000185
R083,JOB017,R083_CF_NAME,name,Ananya Iyer,0.559715,0.556243,-0.0034719999999999196
R083,JOB017,R083_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.559715,0.563963,0.0042480000000000295
R083,JOB017,R083_CF_CITY,city,Pune,0.559715,0.559633,-8.199999999991547e-05
R083,JOB017,R083_CF_DEGREE,degree,M.Sc,0.559715,0.492911,-0.06680399999999997
